date,region,instance_type,purchase_type,number_of_cpus,usage_hours,total_cost,cost_per_hour
2023-12-20,us-east-1,r5.4xlarge,On Demand,16,1.375,1.386,1.008
2023-12-20,us-east-1,r5.4xlarge,Savings Plans,16,37.593889,37.894640112,1.008
2023-12-20,us-east-1,r5.4xlarge,Standard Reserved,16,33.031111,0.0,0.0
2023-12-20,us-east-1,r6g.2xlarge,On Demand,8,1.0,0.4032,0.4032
2023-12-20,us-east-1,r6g.2xlarge,Savings Plans,8,23.0,9.2736,0.4032
2023-12-21,us-east-1,m6g.4xlarge,Savings Plans,16,49.058889,30.220275624,0.616
2023-12-21,us-east-1,m6i.4xlarge,Savings Plans,16,133.801388,102.759465984,0.768
2023-12-21,us-east-1,m6i.4xlarge,Standard Reserved,16,9.991389,0.0,0.0
2023-12-21,us-east-1,r5.2xlarge,Standard Reserved,8,84.716389,0.0,0.0
2023-12-21,us-east-1,r5.4xlarge,Savings Plans,16,32.0674995,32.324039496,1.008
2023-12-21,us-east-1,r5.4xlarge,Standard Reserved,16,56.2547225,0.0,0.0
2023-12-21,us-east-1,r6g.2xlarge,Savings Plans,8,36.0,14.5152,0.4032
2023-12-22,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2023-12-22,us-east-1,m6i.4xlarge,Savings Plans,16,136.75,105.024,0.768
2023-12-22,us-east-1,m6i.4xlarge,Standard Reserved,16,7.25,0.0,0.0
2023-12-22,us-east-1,r5.2xlarge,Standard Reserved,8,96.0,0.0,0.0
2023-12-22,us-east-1,r5.4xlarge,Savings Plans,16,11.4055555,11.496799944,1.008
2023-12-22,us-east-1,r5.4xlarge,Standard Reserved,16,84.5944445,0.0,0.0
2023-12-22,us-east-1,r6g.2xlarge,Savings Plans,8,48.0,19.3536,0.4032
2023-12-23,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2023-12-23,us-east-1,m6i.4xlarge,Savings Plans,16,130.75,100.416,0.768
2023-12-23,us-east-1,m6i.4xlarge,Standard Reserved,16,13.25,0.0,0.0
2023-12-23,us-east-1,r5.2xlarge,Standard Reserved,8,96.0,0.0,0.0
2023-12-23,us-east-1,r5.4xlarge,Savings Plans,16,7.875,7.938,1.008
2023-12-23,us-east-1,r5.4xlarge,Standard Reserved,16,88.125,0.0,0.0
2023-12-23,us-east-1,r6g.2xlarge,Savings Plans,8,48.0,19.3536,0.4032
2023-12-24,us-east-1,m6g.4xlarge,Savings Plans,16,63.998333,39.422973128,0.616
2023-12-24,us-east-1,m6i.4xlarge,Savings Plans,16,131.25,100.8,0.768
2023-12-24,us-east-1,m6i.4xlarge,Standard Reserved,16,12.75,0.0,0.0
2023-12-24,us-east-1,r5.2xlarge,Standard Reserved,8,96.0,0.0,0.0
2023-12-24,us-east-1,r5.4xlarge,On Demand,16,3.5,3.528,1.008
2023-12-24,us-east-1,r5.4xlarge,Savings Plans,16,7.875,7.938,1.008
2023-12-24,us-east-1,r5.4xlarge,Standard Reserved,16,84.625,0.0,0.0
2023-12-24,us-east-1,r6g.2xlarge,On Demand,8,10.0,4.032,0.4032
2023-12-24,us-east-1,r6g.2xlarge,Savings Plans,8,38.0,15.3216,0.4032
2023-12-25,us-east-1,m6g.4xlarge,Savings Plans,16,72.0,44.352,0.616
2023-12-25,us-east-1,m6i.4xlarge,Savings Plans,16,146.936664,112.847357952,0.7679999999999999
2023-12-25,us-east-1,m6i.4xlarge,Standard Reserved,16,7.75,0.0,0.0
2023-12-25,us-east-1,r5.2xlarge,Standard Reserved,8,96.0,0.0,0.0
2023-12-25,us-east-1,r5.4xlarge,On Demand,16,6.75,6.804,1.008
2023-12-25,us-east-1,r5.4xlarge,Savings Plans,16,9.665972,9.743299776,1.008
2023-12-25,us-east-1,r5.4xlarge,Standard Reserved,16,79.584028,0.0,0.0
2023-12-25,us-east-1,r6g.2xlarge,On Demand,8,19.9697632362,8.0518085368,0.40319999999820527
2023-12-25,us-east-1,r6g.2xlarge,Savings Plans,8,28.0302367638,11.3017914632,0.40320000000127865
2023-12-26,us-east-1,m6g.4xlarge,Savings Plans,16,72.0,44.352,0.616
2023-12-26,us-east-1,m6i.4xlarge,Savings Plans,16,155.163333,119.165439744,0.768
2023-12-26,us-east-1,m6i.4xlarge,Standard Reserved,16,12.625,0.0,0.0
2023-12-26,us-east-1,r5.2xlarge,Standard Reserved,8,96.0,0.0,0.0
2023-12-26,us-east-1,r5.4xlarge,On Demand,16,6.6023808879,6.655199935,1.0079999999995153
2023-12-26,us-east-1,r5.4xlarge,Savings Plans,16,1.2726191121,1.282800065,1.0080000000025147
2023-12-26,us-east-1,r5.4xlarge,Standard Reserved,16,88.125,0.0,0.0
2023-12-26,us-east-1,r6g.2xlarge,On Demand,8,42.0,16.9344,0.4032
2023-12-26,us-east-1,r6g.2xlarge,Savings Plans,8,6.0,2.4192,0.4032
2023-12-27,us-east-1,m6g.4xlarge,Savings Plans,16,58.908334,36.287533744,0.616
2023-12-27,us-east-1,m6i.4xlarge,Savings Plans,16,159.920278,122.818773504,0.768
2023-12-27,us-east-1,m6i.4xlarge,Standard Reserved,16,7.625,0.0,0.0
2023-12-27,us-east-1,r5.2xlarge,Standard Reserved,8,85.302778,0.0,0.0
2023-12-27,us-east-1,r5.4xlarge,On Demand,16,5.5163885,5.560519608,1.008
2023-12-27,us-east-1,r5.4xlarge,Standard Reserved,16,80.6800005,0.0,0.0
2023-12-27,us-east-1,r6g.2xlarge,On Demand,8,34.1130222649,13.7543705772,0.4031999999997748
2023-12-27,us-east-1,r6g.2xlarge,Savings Plans,8,1.9625327351,0.7912931988,0.4032000000039134
2023-12-28,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2023-12-28,us-east-1,m6i.4xlarge,Savings Plans,16,143.254998,110.019838464,0.768
2023-12-28,us-east-1,m6i.4xlarge,Standard Reserved,16,5.659445,0.0,0.0
2023-12-28,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2023-12-28,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2023-12-28,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2023-12-29,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2023-12-29,us-east-1,m6i.4xlarge,Savings Plans,16,140.063056,107.568427008,0.768
2023-12-29,us-east-1,m6i.4xlarge,Standard Reserved,16,8.044444,0.0,0.0
2023-12-29,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2023-12-29,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2023-12-29,us-east-1,r6g.2xlarge,On Demand,8,23.2203225072,9.3624340349,0.4031999999998691
2023-12-29,us-east-1,r6g.2xlarge,Savings Plans,8,0.7796774928,0.3143659651,0.40320000000389905
2023-12-30,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2023-12-30,us-east-1,m6i.4xlarge,Savings Plans,16,137.696666,105.751039488,0.768
2023-12-30,us-east-1,m6i.4xlarge,Standard Reserved,16,7.906389,0.0,0.0
2023-12-30,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2023-12-30,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2023-12-30,us-east-1,r6g.2xlarge,On Demand,8,23.0,9.2736,0.4032
2023-12-30,us-east-1,r6g.2xlarge,Savings Plans,8,1.0,0.4032,0.4032
2023-12-31,us-east-1,m6g.4xlarge,Savings Plans,16,48.516944,29.886437504,0.616
2023-12-31,us-east-1,m6i.4xlarge,Savings Plans,16,136.199722,104.601386496,0.768
2023-12-31,us-east-1,m6i.4xlarge,Standard Reserved,16,10.5,0.0,0.0
2023-12-31,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2023-12-31,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2023-12-31,us-east-1,r6g.2xlarge,On Demand,8,22.0,8.8704,0.4032
2023-12-31,us-east-1,r6g.2xlarge,Savings Plans,8,2.0,0.8064,0.4032
2024-01-01,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-01,us-east-1,m6i.4xlarge,Savings Plans,16,133.274722,102.354986496,0.768
2024-01-01,us-east-1,m6i.4xlarge,Standard Reserved,16,13.0,0.0,0.0
2024-01-01,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-01,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-01,us-east-1,r6g.2xlarge,On Demand,8,15.3276676019,6.1801155771,0.4032000000009081
2024-01-01,us-east-1,r6g.2xlarge,Savings Plans,8,8.6723323981,3.4966844229,0.4031999999983949
2024-01-02,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-02,us-east-1,m6i.4xlarge,Savings Plans,16,135.0,103.68,0.768
2024-01-02,us-east-1,m6i.4xlarge,Standard Reserved,16,9.0,0.0,0.0
2024-01-02,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-02,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-02,us-east-1,r6g.2xlarge,On Demand,8,21.0,8.4672,0.4032
2024-01-02,us-east-1,r6g.2xlarge,Savings Plans,8,3.0,1.2096,0.4032
2024-01-03,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-03,us-east-1,m6i.4xlarge,Savings Plans,16,133.503611,102.530773248,0.768
2024-01-03,us-east-1,m6i.4xlarge,Standard Reserved,16,11.0,0.0,0.0
2024-01-03,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-03,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-03,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2024-01-04,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-04,us-east-1,m6i.4xlarge,Savings Plans,16,135.30767362,103.9162933402,0.7680000000002956
2024-01-04,us-east-1,m6i.4xlarge,Standard Reserved,16,8.69232638,0.0,0.0
2024-01-04,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-04,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-04,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2024-01-05,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-05,us-east-1,m6i.4xlarge,Savings Plans,16,135.0825,103.74336,0.7679999999999999
2024-01-05,us-east-1,m6i.4xlarge,Standard Reserved,16,12.0,0.0,0.0
2024-01-05,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-05,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-05,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2024-01-06,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-06,us-east-1,m6i.4xlarge,Savings Plans,16,137.0675,105.26784,0.7680000000000001
2024-01-06,us-east-1,m6i.4xlarge,Standard Reserved,16,9.532222,0.0,0.0
2024-01-06,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-06,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-06,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2024-01-07,us-east-1,m6g.4xlarge,Savings Plans,16,48.556944,29.911077504,0.616
2024-01-07,us-east-1,m6i.4xlarge,Savings Plans,16,143.941112,110.546774016,0.768
2024-01-07,us-east-1,m6i.4xlarge,Standard Reserved,16,9.875834,0.0,0.0
2024-01-07,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-07,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-07,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2024-01-08,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-08,us-east-1,m6i.4xlarge,Savings Plans,16,142.530554,109.463465472,0.768
2024-01-08,us-east-1,m6i.4xlarge,Standard Reserved,16,11.033333,0.0,0.0
2024-01-08,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-08,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-08,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2024-01-09,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-09,us-east-1,m6i.4xlarge,Savings Plans,16,143.581671,110.270723328,0.768
2024-01-09,us-east-1,m6i.4xlarge,Standard Reserved,16,8.326389,0.0,0.0
2024-01-09,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-09,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-09,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2024-01-10,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-10,us-east-1,m6i.4xlarge,Savings Plans,16,119.910556,92.091307008,0.768
2024-01-10,us-east-1,m6i.4xlarge,Standard Reserved,16,9.753889,0.0,0.0
2024-01-10,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-10,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-10,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2024-01-11,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-11,us-east-1,m6i.4xlarge,Savings Plans,16,128.101111,98.381653248,0.768
2024-01-11,us-east-1,m6i.4xlarge,Standard Reserved,16,11.0,0.0,0.0
2024-01-11,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-11,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-11,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2024-01-12,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-12,us-east-1,m6i.4xlarge,Savings Plans,16,147.775001,113.491200768,0.768
2024-01-12,us-east-1,m6i.4xlarge,Standard Reserved,16,12.331111,0.0,0.0
2024-01-12,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-12,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-12,us-east-1,r6g.2xlarge,On Demand,8,18.2104176691,7.3424404042,0.4032000000010368
2024-01-12,us-east-1,r6g.2xlarge,Savings Plans,8,5.7895823309,2.3343595958,0.403199999996739
2024-01-13,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-13,us-east-1,m6i.4xlarge,Savings Plans,16,139.29611,106.97941248,0.7679999999999999
2024-01-13,us-east-1,m6i.4xlarge,Standard Reserved,16,13.5,0.0,0.0
2024-01-13,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-13,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-13,us-east-1,r6g.2xlarge,On Demand,8,5.8743549554,2.368539918,0.4031999999970584
2024-01-13,us-east-1,r6g.2xlarge,Savings Plans,8,18.1256450446,7.308260082,0.4032000000009534
2024-01-14,us-east-1,m6g.4xlarge,Savings Plans,16,48.363889,29.792155624,0.616
2024-01-14,us-east-1,m6i.4xlarge,Savings Plans,16,123.13639,94.56874752,0.768
2024-01-14,us-east-1,m6i.4xlarge,Standard Reserved,16,18.115,0.0,0.0
2024-01-14,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-14,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-14,us-east-1,r6g.2xlarge,On Demand,8,7.6743044416,3.0942795509,0.40320000000610867
2024-01-14,us-east-1,r6g.2xlarge,Savings Plans,8,16.3256955584,6.5825204491,0.4031999999971284
2024-01-15,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-15,us-east-1,m6i.4xlarge,Savings Plans,16,137.384446,105.511254528,0.768
2024-01-15,us-east-1,m6i.4xlarge,Standard Reserved,16,8.542222,0.0,0.0
2024-01-15,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-15,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-15,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2024-01-16,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-16,us-east-1,m6i.4xlarge,Savings Plans,16,187.802222,144.232106496,0.768
2024-01-16,us-east-1,m6i.4xlarge,Standard Reserved,16,8.197778,0.0,0.0
2024-01-16,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-16,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-16,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2024-01-17,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-17,us-east-1,m6i.4xlarge,Savings Plans,16,220.423333,169.285119744,0.768
2024-01-17,us-east-1,m6i.4xlarge,Standard Reserved,16,8.822778,0.0,0.0
2024-01-17,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-17,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-17,us-east-1,r6g.2xlarge,On Demand,8,23.0,9.2736,0.4032
2024-01-17,us-east-1,r6g.2xlarge,Savings Plans,8,1.0,0.4032,0.4032
2024-01-18,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-18,us-east-1,m6i.4xlarge,Savings Plans,16,195.302222,149.992106496,0.7679999999999999
2024-01-18,us-east-1,m6i.4xlarge,Standard Reserved,16,11.5,0.0,0.0
2024-01-18,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-18,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-18,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2024-01-19,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-19,us-east-1,m6i.4xlarge,Savings Plans,16,175.852222,135.054506496,0.7679999999999999
2024-01-19,us-east-1,m6i.4xlarge,Standard Reserved,16,16.147778,0.0,0.0
2024-01-19,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-19,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-19,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2024-01-20,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-20,us-east-1,m6i.4xlarge,Savings Plans,16,178.435833,137.038719744,0.7679999999999999
2024-01-20,us-east-1,m6i.4xlarge,Standard Reserved,16,13.564167,0.0,0.0
2024-01-20,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-20,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-20,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2024-01-21,us-east-1,m6g.4xlarge,Savings Plans,16,49.23,30.32568,0.616
2024-01-21,us-east-1,m6i.4xlarge,Savings Plans,16,168.135278,129.127893504,0.7680000000000001
2024-01-21,us-east-1,m6i.4xlarge,Standard Reserved,16,11.694166,0.0,0.0
2024-01-21,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-21,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-21,us-east-1,r6g.2xlarge,On Demand,8,18.0,7.2576,0.4032
2024-01-21,us-east-1,r6g.2xlarge,Savings Plans,8,6.0,2.4192,0.4032
2024-01-22,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-22,us-east-1,m6i.4xlarge,Savings Plans,16,159.0,122.112,0.768
2024-01-22,us-east-1,m6i.4xlarge,Standard Reserved,16,9.0,0.0,0.0
2024-01-22,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-22,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-22,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2024-01-23,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-23,us-east-1,m6i.4xlarge,Savings Plans,16,183.5,140.928,0.768
2024-01-23,us-east-1,m6i.4xlarge,Standard Reserved,16,17.5,0.0,0.0
2024-01-23,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-23,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-23,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2024-01-24,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-24,us-east-1,m6i.4xlarge,Savings Plans,16,219.638889,168.682666752,0.7679999999999999
2024-01-24,us-east-1,m6i.4xlarge,Standard Reserved,16,10.5675,0.0,0.0
2024-01-24,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-24,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-24,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2024-01-25,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-25,us-east-1,m6i.4xlarge,Savings Plans,16,201.319722,154.613546496,0.7679999999999999
2024-01-25,us-east-1,m6i.4xlarge,Standard Reserved,16,5.75,0.0,0.0
2024-01-25,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-25,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-25,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2024-01-26,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-26,us-east-1,m6i.4xlarge,Savings Plans,16,153.75,118.08,0.768
2024-01-26,us-east-1,m6i.4xlarge,Standard Reserved,16,14.25,0.0,0.0
2024-01-26,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-26,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-26,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2024-01-27,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-27,us-east-1,m6i.4xlarge,Savings Plans,16,160.0,122.88,0.768
2024-01-27,us-east-1,m6i.4xlarge,Standard Reserved,16,8.0,0.0,0.0
2024-01-27,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-27,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-27,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2024-01-28,us-east-1,m6g.4xlarge,Savings Plans,16,49.313889,30.377355624,0.616
2024-01-28,us-east-1,m6i.4xlarge,Savings Plans,16,166.0,127.488,0.768
2024-01-28,us-east-1,m6i.4xlarge,Standard Reserved,16,2.0,0.0,0.0
2024-01-28,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-28,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-28,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2024-01-29,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-29,us-east-1,m6i.4xlarge,Savings Plans,16,163.0,125.184,0.768
2024-01-29,us-east-1,m6i.4xlarge,Standard Reserved,16,5.0,0.0,0.0
2024-01-29,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-29,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-29,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2024-01-30,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-30,us-east-1,m6i.4xlarge,Savings Plans,16,162.0,124.416,0.768
2024-01-30,us-east-1,m6i.4xlarge,Standard Reserved,16,6.0,0.0,0.0
2024-01-30,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
2024-01-30,us-east-1,r5.4xlarge,Standard Reserved,16,72.0,0.0,0.0
2024-01-30,us-east-1,r6g.2xlarge,On Demand,8,24.0,9.6768,0.4032
2024-01-31,us-east-1,m6g.4xlarge,Savings Plans,16,48.0,29.568,0.616
2024-01-31,us-east-1,m6i.4xlarge,Savings Plans,16,164.0,125.952,0.768
2024-01-31,us-east-1,m6i.4xlarge,Standard Reserved,16,4.0,0.0,0.0
2024-01-31,us-east-1,r5.2xlarge,Standard Reserved,8,72.0,0.0,0.0
