date,region,instance_type,purchase_type,number_of_cpus,usage_hours,total_cost,cost_per_hour
2023-12-27,us-east-1,m6i.4xlarge,Standard Reserved,16,6.875,0.0,0.0
2023-12-27,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2023-12-27,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2023-12-28,us-east-1,m6g.2xlarge,Savings Plans,8,23.914444,7.365648752,0.308
2023-12-28,us-east-1,m6g.4xlarge,Savings Plans,16,23.936667,14.744986872,0.616
2023-12-28,us-east-1,m6i.4xlarge,Savings Plans,16,16.752779,12.866134272,0.768
2023-12-28,us-east-1,m6i.4xlarge,Standard Reserved,16,7.162777,0.0,0.0
2023-12-28,us-east-1,r5.2xlarge,Standard Reserved,8,47.885834,0.0,0.0
2023-12-28,us-east-1,r5.4xlarge,Standard Reserved,16,23.933611,0.0,0.0
2023-12-29,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2023-12-29,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2023-12-29,us-east-1,m6i.4xlarge,Savings Plans,16,18.0,13.824,0.768
2023-12-29,us-east-1,m6i.4xlarge,Standard Reserved,16,6.0,0.0,0.0
2023-12-29,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2023-12-29,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2023-12-30,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2023-12-30,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2023-12-30,us-east-1,m6i.4xlarge,Savings Plans,16,16.325,12.5376,0.768
2023-12-30,us-east-1,m6i.4xlarge,Standard Reserved,16,7.675,0.0,0.0
2023-12-30,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2023-12-30,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2023-12-31,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2023-12-31,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2023-12-31,us-east-1,m6i.4xlarge,Savings Plans,16,18.5,14.208,0.768
2023-12-31,us-east-1,m6i.4xlarge,Standard Reserved,16,5.5,0.0,0.0
2023-12-31,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2023-12-31,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-01,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-01,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-01,us-east-1,m6i.4xlarge,Savings Plans,16,20.0,15.36,0.768
2024-01-01,us-east-1,m6i.4xlarge,Standard Reserved,16,4.0,0.0,0.0
2024-01-01,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-01,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-02,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-02,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-02,us-east-1,m6i.4xlarge,Savings Plans,16,13.5,10.368,0.768
2024-01-02,us-east-1,m6i.4xlarge,Standard Reserved,16,10.5,0.0,0.0
2024-01-02,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-02,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-03,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-03,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-03,us-east-1,m6i.4xlarge,Savings Plans,16,17.0,13.056,0.7679999999999999
2024-01-03,us-east-1,m6i.4xlarge,Standard Reserved,16,7.0,0.0,0.0
2024-01-03,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-03,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-04,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-04,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-04,us-east-1,m6i.4xlarge,Savings Plans,16,21.0,16.128,0.768
2024-01-04,us-east-1,m6i.4xlarge,Standard Reserved,16,3.0,0.0,0.0
2024-01-04,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-04,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-05,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-05,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-05,us-east-1,m6i.4xlarge,Savings Plans,16,16.5,12.672,0.768
2024-01-05,us-east-1,m6i.4xlarge,Standard Reserved,16,7.5,0.0,0.0
2024-01-05,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-05,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-06,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-06,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-06,us-east-1,m6i.4xlarge,Savings Plans,16,20.117222,15.450026496,0.7679999999999999
2024-01-06,us-east-1,m6i.4xlarge,Standard Reserved,16,3.882778,0.0,0.0
2024-01-06,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-06,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-07,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-07,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-07,us-east-1,m6i.4xlarge,Savings Plans,16,20.0,15.36,0.768
2024-01-07,us-east-1,m6i.4xlarge,Standard Reserved,16,4.0,0.0,0.0
2024-01-07,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-07,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-08,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-08,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-08,us-east-1,m6i.4xlarge,Savings Plans,16,16.0,12.288,0.768
2024-01-08,us-east-1,m6i.4xlarge,Standard Reserved,16,8.0,0.0,0.0
2024-01-08,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-08,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-09,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-09,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-09,us-east-1,m6i.4xlarge,Savings Plans,16,18.0,13.824,0.768
2024-01-09,us-east-1,m6i.4xlarge,Standard Reserved,16,6.0,0.0,0.0
2024-01-09,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-09,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-10,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-10,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-10,us-east-1,m6i.4xlarge,Savings Plans,16,16.5,12.672,0.768
2024-01-10,us-east-1,m6i.4xlarge,Standard Reserved,16,7.5,0.0,0.0
2024-01-10,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-10,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-11,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-11,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-11,us-east-1,m6i.4xlarge,Savings Plans,16,14.0,10.752,0.768
2024-01-11,us-east-1,m6i.4xlarge,Standard Reserved,16,10.0,0.0,0.0
2024-01-11,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-11,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-12,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-12,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-12,us-east-1,m6i.4xlarge,Savings Plans,16,12.331111,9.470293248,0.768
2024-01-12,us-east-1,m6i.4xlarge,Standard Reserved,16,11.668889,0.0,0.0
2024-01-12,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-12,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-13,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-13,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-13,us-east-1,m6i.4xlarge,Savings Plans,16,17.406667,13.368320256,0.7680000000000001
2024-01-13,us-east-1,m6i.4xlarge,Standard Reserved,16,6.593333,0.0,0.0
2024-01-13,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-13,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-14,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-14,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-14,us-east-1,m6i.4xlarge,Savings Plans,16,17.033333,13.081599744,0.768
2024-01-14,us-east-1,m6i.4xlarge,Standard Reserved,16,6.966667,0.0,0.0
2024-01-14,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-14,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-15,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-15,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-15,us-east-1,m6i.4xlarge,Savings Plans,16,18.322778,14.071893504,0.768
2024-01-15,us-east-1,m6i.4xlarge,Standard Reserved,16,5.677222,0.0,0.0
2024-01-15,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-15,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-16,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-16,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-16,us-east-1,m6i.4xlarge,Savings Plans,16,16.0,12.288,0.768
2024-01-16,us-east-1,m6i.4xlarge,Standard Reserved,16,8.0,0.0,0.0
2024-01-16,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-16,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-17,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-17,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-17,us-east-1,m6i.4xlarge,Savings Plans,16,10.0,7.68,0.768
2024-01-17,us-east-1,m6i.4xlarge,Standard Reserved,16,14.0,0.0,0.0
2024-01-17,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-17,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-18,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-18,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-18,us-east-1,m6i.4xlarge,Savings Plans,16,8.5,6.528,0.7679999999999999
2024-01-18,us-east-1,m6i.4xlarge,Standard Reserved,16,15.5,0.0,0.0
2024-01-18,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-18,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-19,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-19,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-19,us-east-1,m6i.4xlarge,Savings Plans,16,18.0,13.824,0.768
2024-01-19,us-east-1,m6i.4xlarge,Standard Reserved,16,6.0,0.0,0.0
2024-01-19,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-19,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-20,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-20,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-20,us-east-1,m6i.4xlarge,Savings Plans,16,15.5,11.904,0.768
2024-01-20,us-east-1,m6i.4xlarge,Standard Reserved,16,8.5,0.0,0.0
2024-01-20,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-20,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-21,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-21,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-21,us-east-1,m6i.4xlarge,Savings Plans,16,16.264444,12.491092992,0.768
2024-01-21,us-east-1,m6i.4xlarge,Standard Reserved,16,7.735556,0.0,0.0
2024-01-21,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-21,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-22,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-22,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-22,us-east-1,m6i.4xlarge,Savings Plans,16,14.3325,11.00736,0.768
2024-01-22,us-east-1,m6i.4xlarge,Standard Reserved,16,9.6675,0.0,0.0
2024-01-22,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-22,us-east-1,r5.4xlarge,On Demand,16,1.5,1.512,1.008
2024-01-22,us-east-1,r5.4xlarge,Standard Reserved,16,22.5,0.0,0.0
2024-01-23,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-23,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-23,us-east-1,m6i.4xlarge,Savings Plans,16,15.0,11.52,0.768
2024-01-23,us-east-1,m6i.4xlarge,Standard Reserved,16,9.0,0.0,0.0
2024-01-23,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-23,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-24,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-24,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-24,us-east-1,m6i.4xlarge,Savings Plans,16,13.0675,10.03584,0.768
2024-01-24,us-east-1,m6i.4xlarge,Standard Reserved,16,10.9325,0.0,0.0
2024-01-24,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-24,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-25,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-25,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-25,us-east-1,m6i.4xlarge,Savings Plans,16,13.75,10.56,0.768
2024-01-25,us-east-1,m6i.4xlarge,Standard Reserved,16,10.25,0.0,0.0
2024-01-25,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-25,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-26,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-26,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-26,us-east-1,m6i.4xlarge,Savings Plans,16,16.25,12.48,0.768
2024-01-26,us-east-1,m6i.4xlarge,Standard Reserved,16,7.75,0.0,0.0
2024-01-26,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-26,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-27,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-27,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-27,us-east-1,m6i.4xlarge,Savings Plans,16,22.0,16.896,0.768
2024-01-27,us-east-1,m6i.4xlarge,Standard Reserved,16,2.0,0.0,0.0
2024-01-27,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-27,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-28,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-28,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-28,us-east-1,m6i.4xlarge,Savings Plans,16,21.0,16.128,0.768
2024-01-28,us-east-1,m6i.4xlarge,Standard Reserved,16,3.0,0.0,0.0
2024-01-28,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-28,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-29,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-29,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-29,us-east-1,m6i.4xlarge,Savings Plans,16,21.0,16.128,0.768
2024-01-29,us-east-1,m6i.4xlarge,Standard Reserved,16,3.0,0.0,0.0
2024-01-29,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-29,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-30,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-30,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-30,us-east-1,m6i.4xlarge,Savings Plans,16,24.0,18.432,0.7679999999999999
2024-01-30,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-30,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-01-31,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-01-31,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-01-31,us-east-1,m6i.4xlarge,Savings Plans,16,22.0,16.896,0.768
2024-01-31,us-east-1,m6i.4xlarge,Standard Reserved,16,2.0,0.0,0.0
2024-01-31,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-01-31,us-east-1,r5.4xlarge,Standard Reserved,16,24.0,0.0,0.0
2024-02-01,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-02-01,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-02-01,us-east-1,m6i.4xlarge,Savings Plans,16,20.0,15.36,0.768
2024-02-01,us-east-1,m6i.4xlarge,Standard Reserved,16,4.0,0.0,0.0
2024-02-01,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-02-01,us-east-1,r5.4xlarge,Standard Reserved,16,11.161111,0.0,0.0
2024-02-01,us-east-1,r5n.2xlarge,Savings Plans,8,39.040556,23.268171376,0.596
2024-02-02,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-02-02,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-02-02,us-east-1,m6i.4xlarge,Savings Plans,16,20.0,15.36,0.768
2024-02-02,us-east-1,m6i.4xlarge,Standard Reserved,16,4.0,0.0,0.0
2024-02-02,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-02-02,us-east-1,r5n.2xlarge,Savings Plans,8,72.0,42.912,0.596
2024-02-03,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-02-03,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-02-03,us-east-1,m6i.4xlarge,Savings Plans,16,21.0,16.128,0.768
2024-02-03,us-east-1,m6i.4xlarge,Standard Reserved,16,3.0,0.0,0.0
2024-02-03,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-02-03,us-east-1,r5n.2xlarge,Savings Plans,8,72.0,42.912,0.596
2024-02-04,us-east-1,m6g.2xlarge,Savings Plans,8,24.685278,7.603065624,0.308
2024-02-04,us-east-1,m6g.2xlarge,Standard Reserved,8,0.25,0.0,0.0
2024-02-04,us-east-1,m6g.4xlarge,Savings Plans,16,24.944167,15.365606872,0.616
2024-02-04,us-east-1,m6i.4xlarge,Savings Plans,16,22.930278,17.610453504,0.7679999999999999
2024-02-04,us-east-1,m6i.4xlarge,Standard Reserved,16,2.0,0.0,0.0
2024-02-04,us-east-1,r5.2xlarge,Standard Reserved,8,49.8775,0.0,0.0
2024-02-04,us-east-1,r5.4xlarge,Savings Plans,16,2.27270825,2.290889916,1.008
2024-02-04,us-east-1,r5.4xlarge,Standard Reserved,16,6.72729175,0.0,0.0
2024-02-04,us-east-1,r5n.2xlarge,Savings Plans,8,47.551944,28.340958624,0.596
2024-02-05,us-east-1,m6g.2xlarge,Savings Plans,8,23.75,7.315,0.308
2024-02-05,us-east-1,m6g.2xlarge,Standard Reserved,8,0.25,0.0,0.0
2024-02-05,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-02-05,us-east-1,m6i.4xlarge,Savings Plans,16,24.0,18.432,0.7679999999999999
2024-02-05,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-02-05,us-east-1,r5.4xlarge,Savings Plans,16,4.677222,4.714639776,1.008
2024-02-05,us-east-1,r5.4xlarge,Standard Reserved,16,19.322778,0.0,0.0
2024-02-06,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-02-06,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-02-06,us-east-1,m6i.4xlarge,Savings Plans,16,24.0,18.432,0.7679999999999999
2024-02-06,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-02-06,us-east-1,r5.4xlarge,On Demand,16,0.25,0.252,1.008
2024-02-06,us-east-1,r5.4xlarge,Savings Plans,16,3.839861,3.870579888,1.008
2024-02-06,us-east-1,r5.4xlarge,Standard Reserved,16,19.910139,0.0,0.0
2024-02-07,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-02-07,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-02-07,us-east-1,m6i.4xlarge,Savings Plans,16,24.0,18.432,0.7679999999999999
2024-02-07,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-02-07,us-east-1,r5.4xlarge,On Demand,16,1.931667,1.947120336,1.008
2024-02-07,us-east-1,r5.4xlarge,Savings Plans,16,2.25,2.268,1.008
2024-02-07,us-east-1,r5.4xlarge,Standard Reserved,16,19.818333,0.0,0.0
2024-02-08,us-east-1,m6g.2xlarge,Savings Plans,8,22.5,6.93,0.308
2024-02-08,us-east-1,m6g.2xlarge,Standard Reserved,8,1.5,0.0,0.0
2024-02-08,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-02-08,us-east-1,m6i.4xlarge,Savings Plans,16,24.0,18.432,0.7679999999999999
2024-02-08,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-02-08,us-east-1,r5.4xlarge,On Demand,16,0.375,0.378,1.008
2024-02-08,us-east-1,r5.4xlarge,Savings Plans,16,5.375,5.418,1.008
2024-02-08,us-east-1,r5.4xlarge,Standard Reserved,16,18.25,0.0,0.0
2024-02-09,us-east-1,m6g.2xlarge,Savings Plans,8,23.0,7.084,0.308
2024-02-09,us-east-1,m6g.2xlarge,Standard Reserved,8,1.0,0.0,0.0
2024-02-09,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-02-09,us-east-1,m6i.4xlarge,Savings Plans,16,24.0,18.432,0.7679999999999999
2024-02-09,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-02-09,us-east-1,r5.4xlarge,Savings Plans,16,6.75,6.804,1.008
2024-02-09,us-east-1,r5.4xlarge,Standard Reserved,16,17.25,0.0,0.0
2024-02-10,us-east-1,m6g.2xlarge,Savings Plans,8,23.5,7.238,0.308
2024-02-10,us-east-1,m6g.2xlarge,Standard Reserved,8,0.5,0.0,0.0
2024-02-10,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-02-10,us-east-1,m6i.4xlarge,Savings Plans,16,24.0,18.432,0.7679999999999999
2024-02-10,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-02-10,us-east-1,r5.4xlarge,Savings Plans,16,4.963611,5.003319888,1.008
2024-02-10,us-east-1,r5.4xlarge,Standard Reserved,16,19.036389,0.0,0.0
2024-02-11,us-east-1,m6g.2xlarge,Savings Plans,8,22.25,6.853,0.308
2024-02-11,us-east-1,m6g.2xlarge,Standard Reserved,8,1.75,0.0,0.0
2024-02-11,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-02-11,us-east-1,m6i.4xlarge,Savings Plans,16,24.0,18.432,0.7679999999999999
2024-02-11,us-east-1,r5.2xlarge,Standard Reserved,8,48.0,0.0,0.0
2024-02-11,us-east-1,r5.4xlarge,Savings Plans,16,5.25,5.292,1.008
2024-02-11,us-east-1,r5.4xlarge,Standard Reserved,16,18.75,0.0,0.0
2024-02-12,us-east-1,m6g.2xlarge,Savings Plans,8,23.75,7.315,0.308
2024-02-12,us-east-1,m6g.2xlarge,Standard Reserved,8,0.25,0.0,0.0
2024-02-12,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-02-12,us-east-1,m6i.4xlarge,Savings Plans,16,24.0,18.432,0.7679999999999999
2024-02-12,us-east-1,r5.2xlarge,Savings Plans,8,8.25,4.158,0.504
2024-02-12,us-east-1,r5.2xlarge,Standard Reserved,8,39.75,0.0,0.0
2024-02-12,us-east-1,r5.4xlarge,Savings Plans,16,14.0,14.112,1.008
2024-02-12,us-east-1,r5.4xlarge,Standard Reserved,16,10.0,0.0,0.0
2024-02-13,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-02-13,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-02-13,us-east-1,m6i.4xlarge,Savings Plans,16,24.0,18.432,0.7679999999999999
2024-02-13,us-east-1,r5.2xlarge,Savings Plans,8,13.75,6.93,0.504
2024-02-13,us-east-1,r5.2xlarge,Standard Reserved,8,34.25,0.0,0.0
2024-02-13,us-east-1,r5.4xlarge,Savings Plans,16,24.0,24.192,1.008
2024-02-14,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
2024-02-14,us-east-1,m6g.4xlarge,Savings Plans,16,24.0,14.784,0.616
2024-02-14,us-east-1,m6i.4xlarge,Savings Plans,16,24.0,18.432,0.7679999999999999
2024-02-14,us-east-1,r5.2xlarge,Savings Plans,8,15.0,7.56,0.504
2024-02-14,us-east-1,r5.2xlarge,Standard Reserved,8,33.0,0.0,0.0
2024-02-14,us-east-1,r5.4xlarge,On Demand,16,4.0,4.032,1.008
2024-02-14,us-east-1,r5.4xlarge,Savings Plans,16,20.0,20.16,1.008
2024-02-15,us-east-1,m6g.2xlarge,Savings Plans,8,24.0,7.392,0.308
