date,cloud_provider,cluster_name,number_of_ondemand_cpus,number_of_spot_cpus,total_cpu,total_cost_ondemand,total_cost_spot,total_cost,requested_cpu_ondemand,requested_cpu_spot,avg_cost_per_cpu,projected_cost,cost_per_requested_cpu,savings,report_generated,potential_savings_pct
2024-04-09,aws,k8s-dev-2-eu-central-1,436,0,436,1974.9607433516,0.0,1974.9607433516,,,4.529726475577064,,,,2025-03-12 13:19:08,100.0
2024-04-10,aws,k8s-dev-2-eu-central-1,452,0,452,1838.3099600342,0.0,1838.3099600342,,,4.067057433703982,,,,2025-03-12 13:19:08,100.0
2024-04-11,aws,k8s-dev-2-eu-central-1,404,0,404,1861.7015144568002,0.0,1861.7015144568002,,,4.608172065487129,,,,2025-03-12 13:19:08,100.0
2024-04-12,aws,k8s-dev-2-eu-central-1,352,0,352,1677.1120701490001,0.0,1677.1120701490001,,,4.76452292655966,,,,2025-03-12 13:19:08,100.0
2024-04-13,aws,k8s-dev-2-eu-central-1,328,0,328,1649.2661972486,0.0,1649.2661972486,,,5.0282506013676835,,,,2025-03-12 13:19:08,100.0
2024-04-14,aws,k8s-dev-2-eu-central-1,432,0,432,1800.0213240268,0.0,1800.0213240268,,,4.166716027839815,,,,2025-03-12 13:19:08,100.0
2024-04-15,aws,k8s-dev-2-eu-central-1,452,0,452,1772.5173755542003,0.0,1772.5173755542003,,,3.921498618482744,,,,2025-03-12 13:19:08,100.0
2024-04-16,aws,k8s-dev-2-eu-central-1,356,0,356,1771.2522714588001,0.0,1771.2522714588001,,,4.975427728816855,,,,2025-03-12 13:19:08,100.0
2024-04-17,aws,k8s-dev-2-eu-central-1,524,0,524,1880.2141190968002,0.0,1880.2141190968002,,,3.5881948837725197,,,,2025-03-12 13:19:08,100.0
2024-04-18,aws,k8s-dev-2-eu-central-1,388,0,388,1982.7254463820004,0.0,1982.7254463820004,,,5.110117129850517,,,,2025-03-12 13:19:08,100.0
2024-04-19,aws,k8s-dev-2-eu-central-1,344,0,344,1963.9410153560002,0.0,1963.9410153560002,,,5.709130858593024,,,,2025-03-12 13:19:08,100.0
2024-04-20,aws,k8s-dev-2-eu-central-1,340,0,340,1950.7027908896,0.0,1950.7027908896,,,5.737361149675294,,,,2025-03-12 13:19:08,100.0
2024-04-21,aws,k8s-dev-2-eu-central-1,340,0,340,2015.9867985572,0.0,2015.9867985572,,,5.929372936932941,,,,2025-03-12 13:19:08,100.0
2024-04-22,aws,k8s-dev-2-eu-central-1,344,0,344,1977.3409889992,0.0,1977.3409889992,,,5.748084270346511,,,,2025-03-12 13:19:08,100.0
2024-04-23,aws,k8s-dev-2-eu-central-1,196,0,196,1424.032589362,0.0,1424.032589362,,,7.265472394704082,,,,2025-03-12 13:19:08,100.0
2023-12-17,aws,k8s-stg-2-us-east-1,96,0,96,208.34109249280002,0.0,208.34109249280002,,,2.170219713466667,,,,2025-03-12 13:19:08,100.0
2023-12-18,aws,k8s-stg-2-us-east-1,120,0,120,179.669653248,0.0,179.669653248,,,1.4972471104,,,,2025-03-12 13:19:08,100.0
2023-12-19,aws,k8s-stg-2-us-east-1,96,0,96,185.5548,0.0,185.5548,,,1.9328625,,,,2025-03-12 13:19:08,100.0
2023-12-20,aws,k8s-stg-2-us-east-1,120,0,120,180.09642686399997,0.0,180.09642686399997,,,1.5008035571999998,,,,2025-03-12 13:19:08,100.0
2023-12-21,aws,k8s-stg-2-us-east-1,96,0,96,179.818981104,0.0,179.818981104,,,1.8731143865,,,,2025-03-12 13:19:08,100.0
2023-12-22,aws,k8s-stg-2-us-east-1,96,0,96,165.44239994400002,0.0,165.44239994400002,,,1.7233583327500002,,,,2025-03-12 13:19:08,100.0
2023-12-23,aws,k8s-stg-2-us-east-1,96,0,96,157.2756,0.0,157.2756,,,1.6382875,,,,2025-03-12 13:19:08,100.0
2023-12-24,aws,k8s-stg-2-us-east-1,120,0,120,171.042573128,0.0,171.042573128,,,1.4253547760666665,,,,2025-03-12 13:19:08,100.0
2023-12-25,aws,k8s-stg-2-us-east-1,120,0,120,193.100257728,0.0,193.100257728,,,1.6091688144,,,,2025-03-12 13:19:08,100.0
2023-12-26,aws,k8s-stg-2-us-east-1,120,0,120,190.809039744,0.0,190.809039744,,,1.5900753312,,,,2025-03-12 13:19:08,100.0
2023-12-27,aws,k8s-stg-2-us-east-1,104,0,104,179.212490632,0.0,179.212490632,,,1.7231970253076923,,,,2025-03-12 13:19:08,100.0
2023-12-28,aws,k8s-stg-2-us-east-1,80,0,80,149.26463846400003,0.0,149.26463846400003,,,1.8658079808000003,,,,2025-03-12 13:19:08,100.0
2023-12-29,aws,k8s-stg-2-us-east-1,88,0,88,146.81322700799998,0.0,146.81322700799998,,,1.668332125090909,,,,2025-03-12 13:19:08,100.0
2023-12-30,aws,k8s-stg-2-us-east-1,88,0,88,144.995839488,0.0,144.995839488,,,1.647679994181818,,,,2025-03-12 13:19:08,100.0
2023-12-31,aws,k8s-stg-2-us-east-1,88,0,88,144.16462399999998,0.0,144.16462399999998,,,1.6382343636363634,,,,2025-03-12 13:19:08,100.0
2024-01-01,aws,k8s-stg-2-us-east-1,88,0,88,141.59978649599998,0.0,141.59978649599998,,,1.6090884829090906,,,,2025-03-12 13:19:08,100.0
2024-01-02,aws,k8s-stg-2-us-east-1,88,0,88,142.9248,0.0,142.9248,,,1.6241454545454546,,,,2025-03-12 13:19:08,100.0
2024-01-03,aws,k8s-stg-2-us-east-1,80,0,80,141.775573248,0.0,141.775573248,,,1.7721946656,,,,2025-03-12 13:19:08,100.0
2024-01-04,aws,k8s-stg-2-us-east-1,80,0,80,143.1610933402,0.0,143.1610933402,,,1.7895136667525002,,,,2025-03-12 13:19:08,100.0
2024-01-05,aws,k8s-stg-2-us-east-1,80,0,80,142.98816,0.0,142.98816,,,1.7873519999999998,,,,2025-03-12 13:19:08,100.0
2024-01-06,aws,k8s-stg-2-us-east-1,80,0,80,144.51264000000003,0.0,144.51264000000003,,,1.8064080000000005,,,,2025-03-12 13:19:08,100.0
2024-01-07,aws,k8s-stg-2-us-east-1,80,0,80,150.13465151999998,0.0,150.13465151999998,,,1.8766831439999998,,,,2025-03-12 13:19:08,100.0
2024-01-08,aws,k8s-stg-2-us-east-1,80,0,80,148.708265472,0.0,148.708265472,,,1.8588533184,,,,2025-03-12 13:19:08,100.0
2024-01-09,aws,k8s-stg-2-us-east-1,80,0,80,149.51552332800003,0.0,149.51552332800003,,,1.8689440416000003,,,,2025-03-12 13:19:08,100.0
2024-01-10,aws,k8s-stg-2-us-east-1,80,0,80,131.336107008,0.0,131.336107008,,,1.6417013376,,,,2025-03-12 13:19:08,100.0
2024-01-11,aws,k8s-stg-2-us-east-1,80,0,80,137.62645324800002,0.0,137.62645324800002,,,1.7203306656000001,,,,2025-03-12 13:19:08,100.0
2024-01-12,aws,k8s-stg-2-us-east-1,88,0,88,152.73600076800003,0.0,152.73600076800003,,,1.7356363723636365,,,,2025-03-12 13:19:08,100.0
2024-01-13,aws,k8s-stg-2-us-east-1,88,0,88,146.22421248,0.0,146.22421248,,,1.6616387781818183,,,,2025-03-12 13:19:08,100.0
2024-01-14,aws,k8s-stg-2-us-east-1,88,0,88,134.037703144,0.0,134.037703144,,,1.5231557175454546,,,,2025-03-12 13:19:08,100.0
2024-01-15,aws,k8s-stg-2-us-east-1,80,0,80,144.756054528,0.0,144.756054528,,,1.8094506816,,,,2025-03-12 13:19:08,100.0
2024-01-16,aws,k8s-stg-2-us-east-1,80,0,80,183.47690649600003,0.0,183.47690649600003,,,2.2934613312000005,,,,2025-03-12 13:19:08,100.0
2024-01-17,aws,k8s-stg-2-us-east-1,88,0,88,208.529919744,0.0,208.529919744,,,2.369658178909091,,,,2025-03-12 13:19:08,100.0
2024-01-18,aws,k8s-stg-2-us-east-1,80,0,80,189.23690649600002,0.0,189.23690649600002,,,2.3654613312,,,,2025-03-12 13:19:08,100.0
2024-01-19,aws,k8s-stg-2-us-east-1,80,0,80,174.29930649599999,0.0,174.29930649599999,,,2.1787413312,,,,2025-03-12 13:19:08,100.0
2024-01-20,aws,k8s-stg-2-us-east-1,80,0,80,176.283519744,0.0,176.283519744,,,2.2035439967999997,,,,2025-03-12 13:19:08,100.0
2024-01-21,aws,k8s-stg-2-us-east-1,88,0,88,169.130373504,0.0,169.130373504,,,1.9219360625454547,,,,2025-03-12 13:19:08,100.0
2024-01-22,aws,k8s-stg-2-us-east-1,80,0,80,161.35680000000002,0.0,161.35680000000002,,,2.01696,,,,2025-03-12 13:19:08,100.0
2024-01-23,aws,k8s-stg-2-us-east-1,80,0,80,180.1728,0.0,180.1728,,,2.25216,,,,2025-03-12 13:19:08,100.0
2024-01-24,aws,k8s-stg-2-us-east-1,80,0,80,207.927466752,0.0,207.927466752,,,2.5990933344,,,,2025-03-12 13:19:08,100.0
2024-01-25,aws,k8s-stg-2-us-east-1,80,0,80,193.85834649600002,0.0,193.85834649600002,,,2.4232293312000004,,,,2025-03-12 13:19:08,100.0
2024-01-26,aws,k8s-stg-2-us-east-1,80,0,80,157.32479999999998,0.0,157.32479999999998,,,1.9665599999999999,,,,2025-03-12 13:19:08,100.0
2024-01-27,aws,k8s-stg-2-us-east-1,80,0,80,162.1248,0.0,162.1248,,,2.02656,,,,2025-03-12 13:19:08,100.0
2024-01-28,aws,k8s-stg-2-us-east-1,80,0,80,167.54215562399997,0.0,167.54215562399997,,,2.0942769453,,,,2025-03-12 13:19:08,100.0
2024-01-29,aws,k8s-stg-2-us-east-1,80,0,80,164.42880000000002,0.0,164.42880000000002,,,2.0553600000000003,,,,2025-03-12 13:19:08,100.0
2024-01-30,aws,k8s-stg-2-us-east-1,80,0,80,163.6608,0.0,163.6608,,,2.04576,,,,2025-03-12 13:19:08,100.0
2024-01-31,aws,k8s-stg-2-us-east-1,88,0,88,165.1968,0.0,165.1968,,,1.8772363636363636,,,,2025-03-12 13:19:08,100.0
2024-02-01,aws,k8s-stg-2-us-east-1,80,0,80,163.6608,0.0,163.6608,,,2.04576,,,,2025-03-12 13:19:08,100.0
2024-02-02,aws,k8s-stg-2-us-east-1,80,0,80,164.42880000000002,0.0,164.42880000000002,,,2.0553600000000003,,,,2025-03-12 13:19:08,100.0
2024-02-03,aws,k8s-stg-2-us-east-1,80,0,80,162.89280000000002,0.0,162.89280000000002,,,2.03616,,,,2025-03-12 13:19:08,100.0
2024-02-04,aws,k8s-stg-2-us-east-1,80,0,80,166.42503562399997,0.0,166.42503562399997,,,2.0803129452999998,,,,2025-03-12 13:19:08,100.0
2024-02-05,aws,k8s-stg-2-us-east-1,80,0,80,159.0528,0.0,159.0528,,,1.98816,,,,2025-03-12 13:19:08,100.0
2024-02-06,aws,k8s-stg-2-us-east-1,88,0,88,175.9488,0.0,175.9488,,,1.999418181818182,,,,2025-03-12 13:19:08,100.0
2024-02-07,aws,k8s-stg-2-us-east-1,88,0,88,183.6288,0.0,183.6288,,,2.086690909090909,,,,2025-03-12 13:19:08,100.0
2024-02-08,aws,k8s-stg-2-us-east-1,88,0,88,181.3248,0.0,181.3248,,,2.060509090909091,,,,2025-03-12 13:19:08,100.0
2024-02-09,aws,k8s-stg-2-us-east-1,88,0,88,180.55680000000004,0.0,180.55680000000004,,,2.051781818181819,,,,2025-03-12 13:19:08,100.0
2024-02-10,aws,k8s-stg-2-us-east-1,80,0,80,179.0208,0.0,179.0208,,,2.23776,,,,2025-03-12 13:19:08,100.0
2024-02-11,aws,k8s-stg-2-us-east-1,80,0,80,177.6927,0.0,177.6927,,,2.22115875,,,,2025-03-12 13:19:08,100.0
2024-02-12,aws,k8s-stg-2-us-east-1,112,0,112,219.692906496,0.0,219.692906496,,,1.961543808,,,,2025-03-12 13:19:08,100.0
2024-02-13,aws,k8s-stg-2-us-east-1,72,0,72,281.70480000000003,0.0,281.70480000000003,,,3.912566666666667,,,,2025-03-12 13:19:08,100.0
2024-02-14,aws,k8s-stg-2-us-east-1,96,0,96,295.783550112,0.0,295.783550112,,,3.081078647,,,,2025-03-12 13:19:08,100.0
2024-02-15,aws,k8s-stg-2-us-east-1,96,0,96,296.0688,0.0,296.0688,,,3.08405,,,,2025-03-12 13:19:08,100.0
2024-02-16,aws,k8s-stg-2-us-east-1,80,0,80,296.3208,0.0,296.3208,,,3.7040100000000002,,,,2025-03-12 13:19:08,100.0
2024-02-17,aws,k8s-stg-2-us-east-1,88,0,88,297.2028,0.0,297.2028,,,3.3773045454545456,,,,2025-03-12 13:19:08,100.0
2024-02-18,aws,k8s-stg-2-us-east-1,72,0,72,298.060548752,0.0,298.060548752,,,4.139729843777777,,,,2025-03-12 13:19:08,100.0
2024-02-19,aws,k8s-stg-2-us-east-1,72,0,72,297.0768,0.0,297.0768,,,4.1260666666666665,,,,2025-03-12 13:19:08,100.0
2024-02-20,aws,k8s-stg-2-us-east-1,88,0,88,296.82480000000004,0.0,296.82480000000004,,,3.3730090909090915,,,,2025-03-12 13:19:08,100.0
2024-02-21,aws,k8s-stg-2-us-east-1,96,0,96,296.9508,0.0,296.9508,,,3.0932375000000003,,,,2025-03-12 13:19:08,100.0
2024-02-22,aws,k8s-stg-2-us-east-1,96,0,96,403.6711182528,0.0,403.6711182528,,,4.2049074818,,,,2025-03-12 13:19:08,100.0
2024-02-23,aws,k8s-stg-2-us-east-1,88,0,88,297.0768,0.0,297.0768,,,3.375872727272727,,,,2025-03-12 13:19:08,100.0
2024-02-24,aws,k8s-stg-2-us-east-1,80,0,80,296.9508,0.0,296.9508,,,3.711885,,,,2025-03-12 13:19:08,100.0
2024-02-25,aws,k8s-stg-2-us-east-1,88,0,88,352.0478327936,0.0,352.0478327936,,,4.000543554472727,,,,2025-03-12 13:19:08,100.0
2024-02-26,aws,k8s-stg-2-us-east-1,96,0,96,297.0768,0.0,297.0768,,,3.09455,,,,2025-03-12 13:19:08,100.0
2024-02-27,aws,k8s-stg-2-us-east-1,80,0,80,296.0688,0.0,296.0688,,,3.70086,,,,2025-03-12 13:19:08,100.0
2024-02-28,aws,k8s-stg-2-us-east-1,220,0,220,302.20034000239997,0.0,302.20034000239997,,,1.373637909101818,,,,2025-03-12 13:19:08,100.0
2024-02-29,aws,k8s-stg-2-us-east-1,172,0,172,294.76470377199996,0.0,294.76470377199996,,,1.713748277744186,,,,2025-03-12 13:19:08,100.0
2024-03-01,aws,k8s-stg-2-us-east-1,188,0,188,272.832,0.0,272.832,,,1.4512340425531915,,,,2025-03-12 13:19:08,100.0
2024-03-02,aws,k8s-stg-2-us-east-1,140,0,140,266.40599999999995,0.0,266.40599999999995,,,1.9028999999999996,,,,2025-03-12 13:19:08,100.0
2024-03-03,aws,k8s-stg-2-us-east-1,140,0,140,264.091309944,0.0,264.091309944,,,1.8863664996,,,,2025-03-12 13:19:08,100.0
2024-03-04,aws,k8s-stg-2-us-east-1,212,0,212,266.028,0.0,266.028,,,1.2548490566037738,,,,2025-03-12 13:19:08,100.0
2024-03-05,aws,k8s-stg-2-us-east-1,164,0,164,265.524,0.0,265.524,,,1.6190487804878049,,,,2025-03-12 13:19:08,100.0
2024-03-06,aws,k8s-stg-2-us-east-1,212,0,212,278.65319999999997,0.0,278.65319999999997,,,1.3144018867924527,,,,2025-03-12 13:19:08,100.0
2024-03-07,aws,k8s-stg-2-us-east-1,140,0,140,290.094,0.0,290.094,,,2.0721,,,,2025-03-12 13:19:08,100.0
2024-03-08,aws,k8s-stg-2-us-east-1,140,0,140,293.62199999999996,0.0,293.62199999999996,,,2.0972999999999997,,,,2025-03-12 13:19:08,100.0
2024-03-09,aws,k8s-stg-2-us-east-1,140,0,140,291.354,0.0,291.354,,,2.0810999999999997,,,,2025-03-12 13:19:08,100.0
2024-03-10,aws,k8s-stg-2-us-east-1,140,0,140,292.614,0.0,292.614,,,2.0900999999999996,,,,2025-03-12 13:19:08,100.0
2024-03-11,aws,k8s-stg-2-us-east-1,196,0,196,289.295299608,0.0,289.295299608,,,1.4759964265714285,,,,2025-03-12 13:19:08,100.0
2024-03-12,aws,k8s-stg-2-us-east-1,212,0,212,283.94757938400005,0.0,283.94757938400005,,,1.3393753744528305,,,,2025-03-12 13:19:08,100.0
2024-03-13,aws,k8s-stg-2-us-east-1,212,0,212,285.93600000000004,0.0,285.93600000000004,,,1.3487547169811323,,,,2025-03-12 13:19:08,100.0
2024-03-14,aws,k8s-stg-2-us-east-1,140,0,140,282.408,0.0,282.408,,,2.0172000000000003,,,,2025-03-12 13:19:08,100.0
2024-03-15,aws,k8s-stg-2-us-east-1,140,0,140,286.31399999999996,0.0,286.31399999999996,,,2.0450999999999997,,,,2025-03-12 13:19:08,100.0
2024-03-16,aws,k8s-stg-2-us-east-1,164,0,164,283.794,0.0,283.794,,,1.730451219512195,,,,2025-03-12 13:19:08,100.0
2024-03-17,aws,k8s-stg-2-us-east-1,212,0,212,284.046,0.0,284.046,,,1.3398396226415095,,,,2025-03-12 13:19:08,100.0
2024-03-18,aws,k8s-stg-2-us-east-1,212,0,212,285.30600000000004,0.0,285.30600000000004,,,1.3457830188679247,,,,2025-03-12 13:19:08,100.0
2024-03-19,aws,k8s-stg-2-us-east-1,212,0,212,284.734310028,0.0,284.734310028,,,1.3430863680566036,,,,2025-03-12 13:19:08,100.0
2024-03-20,aws,k8s-stg-2-us-east-1,244,0,244,284.24030252800003,0.0,284.24030252800003,,,1.1649192726557378,,,,2025-03-12 13:19:08,100.0
2024-03-21,aws,k8s-stg-2-us-east-1,316,0,316,256.936473808,0.0,256.936473808,,,0.8130901069873419,,,,2025-03-12 13:19:08,100.0
2024-03-22,aws,k8s-stg-2-us-east-1,272,0,272,236.51219140699996,0.0,236.51219140699996,,,0.8695301154669116,,,,2025-03-12 13:19:08,100.0
2024-03-23,aws,k8s-stg-2-us-east-1,220,0,220,234.34799999999998,0.0,234.34799999999998,,,1.0652181818181818,,,,2025-03-12 13:19:08,100.0
2024-03-24,aws,k8s-stg-2-us-east-1,212,0,212,222.54623217799997,0.0,222.54623217799997,,,1.0497463781981131,,,,2025-03-12 13:19:08,100.0
2024-03-25,aws,k8s-stg-2-us-east-1,188,0,188,221.094,0.0,221.094,,,1.176031914893617,,,,2025-03-12 13:19:08,100.0
2024-03-26,aws,k8s-stg-2-us-east-1,288,0,288,239.696896622,0.0,239.696896622,,,0.8322808910486111,,,,2025-03-12 13:19:08,100.0
2024-03-27,aws,k8s-stg-2-us-east-1,192,0,192,217.472674587,0.0,217.472674587,,,1.132670180140625,,,,2025-03-12 13:19:08,100.0
2024-03-28,aws,k8s-stg-2-us-east-1,184,0,184,221.34000000000003,0.0,221.34000000000003,,,1.2029347826086958,,,,2025-03-12 13:19:08,100.0
2024-03-29,aws,k8s-stg-2-us-east-1,196,0,196,224.33000339,0.0,224.33000339,,,1.144540833622449,,,,2025-03-12 13:19:08,100.0
2024-03-30,aws,k8s-stg-2-us-east-1,172,0,172,223.20600000000002,0.0,223.20600000000002,,,1.2977093023255815,,,,2025-03-12 13:19:08,100.0
2024-03-31,aws,k8s-stg-2-us-east-1,176,0,176,235.8744,0.0,235.8744,,,1.3401954545454546,,,,2025-03-12 13:19:08,100.0
2024-04-01,aws,k8s-stg-2-us-east-1,160,0,160,233.901849852,0.0,233.901849852,,,1.461886561575,,,,2025-03-12 13:19:08,100.0
2024-04-02,aws,k8s-stg-2-us-east-1,128,0,128,222.22272927699998,0.0,222.22272927699998,,,1.7361150724765624,,,,2025-03-12 13:19:08,100.0
2024-04-03,aws,k8s-stg-2-us-east-1,128,0,128,222.334,0.0,222.334,,,1.736984375,,,,2025-03-12 13:19:08,100.0
2024-04-04,aws,k8s-stg-2-us-east-1,112,0,112,225.336,0.0,225.336,,,2.0119285714285717,,,,2025-03-12 13:19:08,100.0
2024-04-05,aws,k8s-stg-2-us-east-1,112,0,112,225.336,0.0,225.336,,,2.0119285714285717,,,,2025-03-12 13:19:08,100.0
2024-04-06,aws,k8s-stg-2-us-east-1,112,0,112,225.336,0.0,225.336,,,2.0119285714285717,,,,2025-03-12 13:19:08,100.0
2024-04-07,aws,k8s-stg-2-us-east-1,112,0,112,225.336,0.0,225.336,,,2.0119285714285717,,,,2025-03-12 13:19:08,100.0
2024-04-08,aws,k8s-stg-2-us-east-1,112,0,112,216.11965846700002,0.0,216.11965846700002,,,1.9296398077410717,,,,2025-03-12 13:19:08,100.0
2024-04-09,aws,k8s-stg-2-us-east-1,108,0,108,220.734065034,0.0,220.734065034,,,2.0438339355,,,,2025-03-12 13:19:08,100.0
2024-04-10,aws,k8s-stg-2-us-east-1,108,0,108,227.58937871400002,0.0,227.58937871400002,,,2.107309062166667,,,,2025-03-12 13:19:08,100.0
2024-04-11,aws,k8s-stg-2-us-east-1,112,0,112,216.07851329200003,0.0,216.07851329200003,,,1.929272440107143,,,,2025-03-12 13:19:08,100.0
2024-04-12,aws,k8s-stg-2-us-east-1,112,0,112,213.816,0.0,213.816,,,1.9090714285714285,,,,2025-03-12 13:19:08,100.0
2024-04-13,aws,k8s-stg-2-us-east-1,112,0,112,213.816,0.0,213.816,,,1.9090714285714285,,,,2025-03-12 13:19:08,100.0
2024-04-14,aws,k8s-stg-2-us-east-1,112,0,112,213.877514376,0.0,213.877514376,,,1.9096206640714286,,,,2025-03-12 13:19:08,100.0
2024-04-15,aws,k8s-stg-2-us-east-1,112,0,112,219.36,0.0,219.36,,,1.9585714285714286,,,,2025-03-12 13:19:08,100.0
2024-04-16,aws,k8s-stg-2-us-east-1,144,0,144,225.271145447,0.0,225.271145447,,,1.5643829544930556,,,,2025-03-12 13:19:08,100.0
2024-04-17,aws,k8s-stg-2-us-east-1,156,0,156,240.61983906400002,0.0,240.61983906400002,,,1.5424348657948719,,,,2025-03-12 13:19:08,100.0
2024-04-18,aws,k8s-stg-2-us-east-1,144,0,144,225.51889150460005,0.0,225.51889150460005,,,1.5661034132263891,,,,2025-03-12 13:19:08,100.0
2024-04-19,aws,k8s-stg-2-us-east-1,112,0,112,223.032,0.0,223.032,,,1.991357142857143,,,,2025-03-12 13:19:08,100.0
2024-04-20,aws,k8s-stg-2-us-east-1,112,0,112,223.032,0.0,223.032,,,1.991357142857143,,,,2025-03-12 13:19:08,100.0
2024-04-21,aws,k8s-stg-2-us-east-1,112,0,112,223.095995624,0.0,223.095995624,,,1.991928532357143,,,,2025-03-12 13:19:08,100.0
2024-04-22,aws,k8s-stg-2-us-east-1,112,0,112,223.032,0.0,223.032,,,1.991357142857143,,,,2025-03-12 13:19:08,100.0
2024-04-23,aws,k8s-stg-2-us-east-1,112,0,112,223.59589656400001,0.0,223.59589656400001,,,1.996391933607143,,,,2025-03-12 13:19:08,100.0
2024-04-24,aws,k8s-stg-2-us-east-1,128,0,128,218.374659608,0.0,218.374659608,,,1.7060520281875,,,,2025-03-12 13:19:08,100.0
2024-04-25,aws,k8s-stg-2-us-east-1,212,0,212,217.9511547928,0.0,217.9511547928,,,1.028071484871698,,,,2025-03-12 13:19:08,100.0
2024-04-26,aws,k8s-stg-2-us-east-1,148,0,148,196.191900335,0.0,196.191900335,,,1.3256209482094596,,,,2025-03-12 13:19:08,100.0
2024-04-27,aws,k8s-stg-2-us-east-1,136,0,136,193.22493369260002,0.0,193.22493369260002,,,1.4207715712691178,,,,2025-03-12 13:19:08,100.0
2024-04-28,aws,k8s-stg-2-us-east-1,104,0,104,191.892146094,0.0,191.892146094,,,1.8451167893653846,,,,2025-03-12 13:19:08,100.0
2024-04-29,aws,k8s-stg-2-us-east-1,104,0,104,191.71680000000003,0.0,191.71680000000003,,,1.8434307692307697,,,,2025-03-12 13:19:08,100.0
2024-04-30,aws,k8s-stg-2-us-east-1,104,0,104,191.71680000000003,0.0,191.71680000000003,,,1.8434307692307697,,,,2025-03-12 13:19:08,100.0
2024-05-01,aws,k8s-stg-2-us-east-1,104,0,104,191.71680000000003,0.0,191.71680000000003,,,1.8434307692307697,,,,2025-03-12 13:19:08,100.0
2024-05-02,aws,k8s-stg-2-us-east-1,104,0,104,191.71680000000003,0.0,191.71680000000003,,,1.8434307692307697,,,,2025-03-12 13:19:08,100.0
2024-05-03,aws,k8s-stg-2-us-east-1,104,0,104,191.71680000000003,0.0,191.71680000000003,,,1.8434307692307697,,,,2025-03-12 13:19:08,100.0
2024-05-04,aws,k8s-stg-2-us-east-1,104,0,104,191.71680000000003,0.0,191.71680000000003,,,1.8434307692307697,,,,2025-03-12 13:19:08,100.0
2024-05-05,aws,k8s-stg-2-us-east-1,124,0,124,199.34437890799998,0.0,199.34437890799998,,,1.6076159589354837,,,,2025-03-12 13:19:08,100.0
2024-05-06,aws,k8s-stg-2-us-east-1,144,0,144,200.72293359179997,0.0,200.72293359179997,,,1.3939092610541666,,,,2025-03-12 13:19:08,100.0
2024-05-07,aws,k8s-stg-2-us-east-1,140,0,140,205.34423792800004,0.0,205.34423792800004,,,1.4667445566285717,,,,2025-03-12 13:19:08,100.0
2024-05-08,aws,k8s-stg-2-us-east-1,188,0,188,240.35218618720003,0.0,240.35218618720003,,,1.27846907546383,,,,2025-03-12 13:19:08,100.0
2024-05-09,aws,k8s-stg-2-us-east-1,168,0,168,235.18079999999998,0.0,235.18079999999998,,,1.3998857142857142,,,,2025-03-12 13:19:08,100.0
2024-05-10,aws,k8s-stg-2-us-east-1,168,0,168,235.1808,0.0,235.1808,,,1.3998857142857144,,,,2025-03-12 13:19:08,100.0
2024-05-11,aws,k8s-stg-2-us-east-1,124,0,124,235.18080000000003,0.0,235.18080000000003,,,1.89661935483871,,,,2025-03-12 13:19:08,100.0
2024-05-12,aws,k8s-stg-2-us-east-1,124,0,124,237.49079999999998,0.0,237.49079999999998,,,1.915248387096774,,,,2025-03-12 13:19:08,100.0
2024-05-13,aws,k8s-stg-2-us-east-1,128,0,128,236.7534171088,0.0,236.7534171088,,,1.8496360711625,,,,2025-03-12 13:19:08,100.0
2024-05-14,aws,k8s-stg-2-us-east-1,120,0,120,235.9728,0.0,235.9728,,,1.96644,,,,2025-03-12 13:19:08,100.0
2024-05-15,aws,k8s-stg-2-us-east-1,128,0,128,248.83370395600002,0.0,248.83370395600002,,,1.9440133121562502,,,,2025-03-12 13:19:08,100.0
2024-05-16,aws,k8s-stg-2-us-east-1,144,0,144,289.33343162700004,0.0,289.33343162700004,,,2.009259941854167,,,,2025-03-12 13:19:08,100.0
2024-05-17,aws,k8s-stg-2-us-east-1,112,0,112,411.842074932,0.0,411.842074932,,,3.6771613833214287,,,,2025-03-12 13:19:08,100.0
2024-05-18,aws,k8s-stg-2-us-east-1,112,0,112,410.395192687,0.0,410.395192687,,,3.6642427918482143,,,,2025-03-12 13:19:08,100.0
2024-05-19,aws,k8s-stg-2-us-east-1,112,0,112,354.12851761100006,0.0,354.12851761100006,,,3.161861764383929,,,,2025-03-12 13:19:08,100.0
2024-05-20,aws,k8s-stg-2-us-east-1,112,0,112,292.574737131,0.0,292.574737131,,,2.612274438669643,,,,2025-03-12 13:19:08,100.0
2024-05-21,aws,k8s-stg-2-us-east-1,152,0,152,244.94637403239997,0.0,244.94637403239997,,,1.6114893028447366,,,,2025-03-12 13:19:08,100.0
2024-05-22,aws,k8s-stg-2-us-east-1,148,0,148,222.29339763760004,0.0,222.29339763760004,,,1.5019824164702704,,,,2025-03-12 13:19:08,100.0
2024-05-23,aws,k8s-stg-2-us-east-1,100,0,100,222.643092636,0.0,222.643092636,,,2.22643092636,,,,2025-03-12 13:19:08,100.0
2024-05-24,aws,k8s-stg-2-us-east-1,100,0,100,220.85427671800002,0.0,220.85427671800002,,,2.2085427671800004,,,,2025-03-12 13:19:08,100.0
2024-05-25,aws,k8s-stg-2-us-east-1,100,0,100,220.31040000000002,0.0,220.31040000000002,,,2.203104,,,,2025-03-12 13:19:08,100.0
